Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
3722,Buick,Encore,2017,unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155,25865
3723,Buick,Encore,2017,unleaded,138,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,155,29065
3724,Mitsubishi,Endeavor,2008,unleaded,225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436,29099
3725,Mitsubishi,Endeavor,2008,unleaded,225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,436,27599
3726,Mitsubishi,Endeavor,2010,unleaded,225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,29999
3727,Mitsubishi,Endeavor,2010,unleaded,225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436,31499
3728,Mitsubishi,Endeavor,2010,unleaded,225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,27999
3729,Mitsubishi,Endeavor,2011,unleaded,225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,28299
3730,Mitsubishi,Endeavor,2011,unleaded,225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,32099
3731,Mitsubishi,Endeavor,2011,unleaded,225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436,33599
3732,Hyundai,Entourage,2007,unleaded,242,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,23,16,1439,26395
3733,Hyundai,Entourage,2007,unleaded,242,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,23,16,1439,28895
3734,Hyundai,Entourage,2007,unleaded,242,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,23,16,1439,23895
3735,Hyundai,Entourage,2008,unleaded,250,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,23,16,1439,29895
3736,Hyundai,Entourage,2008,unleaded,250,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,23,16,1439,23995
3737,Buick,Envision,2016,unleaded,252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155,42070
3738,Buick,Envision,2016,unleaded,252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155,44710
3739,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,155,39570
3740,Buick,Envision,2017,unleaded,252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155,44960
3741,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,22,155,35870
3742,Buick,Envision,2017,unleaded,252,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,20,155,42320
3743,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,155,37720
3744,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,22,155,37720
3745,GMC,Envoy XL,2004,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,33570
3746,GMC,Envoy XL,2004,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,38120
3747,GMC,Envoy XL,2004,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,31320
3748,GMC,Envoy XL,2004,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,35870
3749,GMC,Envoy XL,2005,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,33810
3750,GMC,Envoy XL,2005,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,17,12,549,36060
3751,GMC,Envoy XL,2005,unleaded,300,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,19,13,549,38160
3752,GMC,Envoy XL,2005,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,17,12,549,31945
3753,GMC,Envoy XL,2005,unleaded,300,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,40235
3754,GMC,Envoy XL,2005,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,29695
3755,GMC,Envoy XL,2006,unleaded,291,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,33160
3756,GMC,Envoy XL,2006,unleaded,300,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,37600
3757,GMC,Envoy XL,2006,unleaded,291,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,29630
3758,GMC,Envoy XL,2006,unleaded,291,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,19,14,549,30910
3759,GMC,Envoy XL,2006,unleaded,300,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,19,14,549,35350
3760,GMC,Envoy XL,2006,unleaded,291,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,19,14,549,27380
3761,GMC,Envoy XUV,2005,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,17,12,549,36115
3762,GMC,Envoy XUV,2005,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,29780
3763,GMC,Envoy XUV,2005,unleaded,275,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,4dr SUV,18,13,549,33865
3764,GMC,Envoy XUV,2005,unleaded,275,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,4dr SUV,17,12,549,32030
3765,GMC,Envoy,2007,unleaded,291,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,32960
3766,GMC,Envoy,2007,unleaded,291,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,26760
3767,GMC,Envoy,2007,unleaded,291,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,30770
3768,GMC,Envoy,2007,unleaded,302,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,34990
3769,GMC,Envoy,2007,unleaded,291,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,28950
3770,GMC,Envoy,2007,unleaded,302,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,19,13,549,37190
3771,GMC,Envoy,2008,unleaded,285,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,34020
3772,GMC,Envoy,2008,unleaded,285,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,27980
3773,GMC,Envoy,2008,unleaded,300,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,19,13,549,37105
3774,GMC,Envoy,2008,unleaded,300,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,34970
3775,GMC,Envoy,2008,unleaded,285,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,30115
3776,GMC,Envoy,2008,unleaded,285,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,31885
3777,GMC,Envoy,2009,unleaded,285,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,35615
3778,GMC,Envoy,2009,unleaded,300,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,21,15,549,36535
3779,GMC,Envoy,2009,unleaded,285,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,30625
3780,GMC,Envoy,2009,unleaded,285,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,32760
3781,GMC,Envoy,2009,unleaded,300,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,38670
3782,GMC,Envoy,2009,unleaded,285,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,14,549,33480
3783,Ferrari,Enzo,2003,unleaded,660,12,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,12,7,2774,643330
3784,Volkswagen,Eos,2014,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,38325
3785,Volkswagen,Eos,2014,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,42095
3786,Volkswagen,Eos,2014,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,35595
3787,Volkswagen,Eos,2015,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,39545
3788,Volkswagen,Eos,2015,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,42745
3789,Volkswagen,Eos,2015,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,36145
3790,Volkswagen,Eos,2016,unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Miscellaneous,Compact,Convertible,30,22,873,31995
3791,Suzuki,Equator,2010,unleaded,152,4,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,22,17,481,22075
3792,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,19,15,481,25645
3793,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,20,15,481,24775
3794,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,15,481,28850
3795,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,15,481,30900
3796,Suzuki,Equator,2010,unleaded,152,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,23,19,481,17520
3797,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,20,15,481,25125
3798,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,20,15,481,23245
3799,Suzuki,Equator,2010,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,15,481,27825
3800,Suzuki,Equator,2010,unleaded,152,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,23,19,481,18825
3801,Suzuki,Equator,2011,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,19,14,481,25979
3802,Suzuki,Equator,2011,unleaded,261,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,20,15,481,25279
3803,Suzuki,Equator,2011,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,14,481,28279
3804,Suzuki,Equator,2011,unleaded,152,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,23,19,481,17595
3805,Suzuki,Equator,2011,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,14,481,29150
3806,Suzuki,Equator,2011,unleaded,152,4,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,22,17,481,22479
3807,Suzuki,Equator,2012,unleaded,152,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,23,19,481,19299
3808,Suzuki,Equator,2012,unleaded,152,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,23,19,481,17899
3809,Suzuki,Equator,2012,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,15,481,28699
3810,Suzuki,Equator,2012,unleaded,261,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,20,15,481,25699
3811,Suzuki,Equator,2012,unleaded,152,4,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,22,17,481,22799
3812,Suzuki,Equator,2012,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Crew Cab Pickup,19,15,481,29550
3813,Suzuki,Equator,2012,unleaded,261,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,Extended Cab Pickup,19,14,481,26299
3814,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,26270
3815,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26170
3816,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,27920
3817,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,28170
3818,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,31920
3819,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,33670
3820,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,24520
3821,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,22120
3822,Chevrolet,Equinox,2015,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,29920
3823,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,22600
3824,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,31490
3825,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,29740
3826,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,26960
3827,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,28200
3828,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,25210
3829,Chevrolet,Equinox,2016,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26450
3830,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,25510
3831,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,27260
3832,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,26750
3833,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,23100
3834,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,31790
3835,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,30040
3836,Chevrolet,Equinox,2017,unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,28500
3837,Hyundai,Equus,2014,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,61250
3838,Hyundai,Equus,2014,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,68500
3839,Hyundai,Equus,2015,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,61500
3840,Hyundai,Equus,2015,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,68750
3841,Hyundai,Equus,2016,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,68750
3842,Hyundai,Equus,2016,unleaded,429,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1439,61500
3843,Lexus,ES 250,1990,unleaded,156,6,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,17,454,2000
3844,Lexus,ES 250,1991,unleaded,156,6,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,23,17,454,2000
3845,Lexus,ES 300h,2015,unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,39,40,454,40580
3846,Lexus,ES 300h,2016,unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,39,40,454,41020
3847,Lexus,ES 300h,2017,unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,39,40,454,41820
3848,Lexus,ES 300,2001,unleaded,210,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,24,17,454,31505
3849,Lexus,ES 300,2002,unleaded,210,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,27,18,454,31505
3850,Lexus,ES 300,2003,unleaded,210,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,27,18,454,31725
3851,Lexus,ES 330,2004,unleaded,225,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,27,18,454,31725
3852,Lexus,ES 330,2005,unleaded,225,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,27,18,454,32175
3853,Lexus,ES 330,2006,unleaded,218,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,27,18,454,32300
3854,Lexus,ES 350,2015,unleaded,268,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,21,454,37700
3855,Lexus,ES 350,2015,unleaded,268,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,21,454,40440
3856,Lexus,ES 350,2016,unleaded,268,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,21,454,38100
3857,Lexus,ES 350,2017,unleaded,268,6,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,30,21,454,38900
3858,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,85795
3859,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,83195
3860,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,78695
3861,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,87070
3862,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,77295
3863,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,74695
3864,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,82570
3865,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,1624,92275
3866,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,1624,75970
3867,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,81295
3868,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,1624,84470
3869,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,78570
3870,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,20,14,1624,94875
3871,Cadillac,Escalade ESV,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,22,15,1624,79970
3872,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,80045
3873,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,21,15,1624,82645
3874,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,21,15,1624,87145
3875,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,75970
3876,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,21,15,1624,78570
3877,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,84545
3878,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,92350
3879,Cadillac,Escalade ESV,2016,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,21,15,1624,94950
3880,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,20,15,1624,83995
3881,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,95195
3882,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,81395
3883,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,20,15,1624,88495
3884,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,20,15,1624,78995
3885,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,76395
3886,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,20,15,1624,97795
3887,Cadillac,Escalade ESV,2017,unleaded,420,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,15,1624,85895
3888,Cadillac,Escalade EXT,2011,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,67350
3889,Cadillac,Escalade EXT,2011,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,69740
3890,Cadillac,Escalade EXT,2011,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,62160
3891,Cadillac,Escalade EXT,2012,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,69640
3892,Cadillac,Escalade EXT,2012,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,63060
3893,Cadillac,Escalade EXT,2012,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,67250
3894,Cadillac,Escalade EXT,2013,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,69640
3895,Cadillac,Escalade EXT,2013,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,63060
3896,Cadillac,Escalade EXT,2013,flex-fuel,403,8,AUTOMATIC,all wheel drive,4,Crossover,Large,Crew Cab Pickup,18,13,1624,67250
3897,Cadillac,Escalade Hybrid,2011,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,88435
3898,Cadillac,Escalade Hybrid,2011,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,76685
3899,Cadillac,Escalade Hybrid,2011,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,85935
3900,Cadillac,Escalade Hybrid,2011,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,74135
3901,Cadillac,Escalade Hybrid,2012,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,76400
3902,Cadillac,Escalade Hybrid,2012,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,83295
3903,Cadillac,Escalade Hybrid,2012,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,85845
3904,Cadillac,Escalade Hybrid,2012,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,73850
3905,Cadillac,Escalade Hybrid,2013,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,74425
3906,Cadillac,Escalade Hybrid,2013,unleaded,332,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,83870
3907,Cadillac,Escalade Hybrid,2013,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,76975
3908,Cadillac,Escalade Hybrid,2013,unleaded,332,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,20,1624,86420
3909,Cadillac,Escalade,2015,flex-fuel,420,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,80195
3910,Cadillac,Escalade,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,84070
3911,Cadillac,Escalade,2015,flex-fuel,420,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,21,15,1624,91875
